sort	DVDRef	Filename	MVisit1	FVisit1	MVisit2	FVisit2	ShareTime1	MTime1	FTime1	MTime2	FTime2	Protocol	ShareTime12	NbAlternation	EffectiveTime	MFTime1	MFTime02	MFTime2	FVisit1RateH	MVisit1RateH	DiffVisit1Rate	FTime1RateH	MTime1RateH	DiffTime1Rate	AlternationValue
665	1624	2006\60053.xlsx	7	3	3	5	0	49.7	18	5.7	6.2	Shinichi	6.3	6	83.79999695	67.7	16.1	5.6	2	5	3	12.89	35.58	22.69	66.7
666	1627	2006\60056.xlsx	9	17	0	0	0	26.1	32.6	1.6	1.4	Shinichi	0.5	17	92.00000305	58.7	33.3	2.5	11	6	5	21.26	17.02	4.24	68
667	1631	2006\60060.xlsx	1	2	9	8	0	0.8	3.2	14.2	10.7	Shinichi	0.1	1	92.39999695	4	88.4	24.8	1	1	0	2.08	0.52	1.56	50
668	1634	2006\60063.xlsx	7	11	3	0	0.4	19.6	50.8	2.5	0.4	Shinichi	2.3	9	88.39999695	70	18.4	1	7	5	2	34.48	13.3	21.18	52.9
669	1635	2006\60064.xlsx	7	4	2	1	0	41	0.7	1.6	0.9	Shinichi	1	6	84.20000305	41.7	42.5	1.5	3	5	2	0.5	29.22	28.72	60
670	1637	2006\60066.xlsx	0	14	0	0	0	0	61.7	0	0.3	Shinichi	0	0	92.39999695	61.7	30.7	0.3	9	0	9	40.06	0	40.06	0
671	1639	2006\60068.xlsx	18	13	4	0	0.2	6.7	24.1	5.4	2.4	Shinichi	1.5	18	85.69999695	30.6	55.1	6.5	9	13	4	16.87	4.69	12.18	60
672	1641	2006\60070.xlsx	26	20	3	0	0	10.8	13.7	6.8	0.9	Shinichi	1	20	89	24.5	64.5	6.7	13	18	5	9.24	7.28	1.96	44.4
673	1642	2006\60071.xlsx	25	6	1	0	0.3	7	3.9	1.2	0	Shinichi	0.8	10	92.69999695	10.6	82.1	0.7	4	16	12	2.52	4.53	2.01	33.3
674	1643	2006\60072.xlsx	5	32	0	0	0	1	14.9	0	0.5	Shinichi	0	8	91.99999847	15.9	76.1	0.5	21	3	18	9.72	0.65	9.07	22.2
675	1644	2006\60073.xlsx	3	19	0	0	0	0.8	23.2	0.5	1.7	Shinichi	0.5	6	83.59999847	24	59.6	1.7	14	2	12	16.65	0.57	16.08	28.6
676	1645	2006\60074.xlsx	21	25	0	1	0.3	4.2	23.5	4.3	1.9	Shinichi	0.8	30	90.00000305	27.4	62.6	5.7	17	14	3	15.67	2.8	12.87	66.7
677	1647	2006\60076.xlsx	40	9	0	0	4.9	28.6	54.4	0.4	0.3	Shinichi	5.3	17	91.79999695	78.1	13.7	0.3	6	26	20	35.56	18.69	16.87	35.4
678	1648	2006\60077.xlsx	21	17	0	0	0.3	5	22.7	0.2	0.4	Shinichi	0.5	27	89.6	27.4	62.2	0.4	11	14	3	15.2	3.35	11.85	73
679	1649	2006\60078.xlsx	12	7	0	0	0	15	45.7	2.2	0.1	Shinichi	1	11	85.69999695	60.7	25	1.3	5	8	3	32	10.5	21.5	61.1
680	1650	2006\60079.xlsx	16	13	0	0	0.6	36.2	16.4	1.3	0	Shinichi	1.4	22	92.60000305	52	40.6	0.5	8	10	2	10.63	23.46	12.83	78.6
681	1651	2006\60080.xlsx	27	16	6	2	0.7	20.7	9.7	12.7	2.4	Shinichi	2.7	23	92.29999695	29.7	62.6	13.1	10	18	8	6.31	13.46	7.15	54.8
682	1653	2006\60082.xlsx	7	14	1	0	0	4.6	37.2	0.3	0	Shinichi	0.1	12	90.59999695	41.8	48.8	0.2	9	5	4	24.64	3.05	21.59	60
683	1655	2006\60084.xlsx	11	32	6	8	0.3	5.3	30.1	0.8	24.2	Shinichi	0.7	21	91.90000305	35.1	56.8	24.6	21	7	14	19.65	3.46	16.19	50
684	1657	2006\60086.xlsx	9	25	2	0	0	1.5	26.3	1.7	0.4	Shinichi	0	14	90.79999847	27.8	63	2.1	17	6	11	17.38	0.99	16.39	42.4
685	1658	2006\60087.xlsx	0	31	1	0	0	0	11.5	0.2	3.8	Shinichi	0.2	0	89.09999695	11.5	77.6	3.8	21	0	21	7.74	0	7.74	0
686	1659	2006\60088.xlsx	25	21	15	11	0.7	22.3	12.6	18.4	6.6	Shinichi	7.95	32	93.69999695	34.2	59.5	17.75	13	16	3	8.07	14.28	6.21	71.1
687	1660	2006\60089.xlsx	18	15	0	0	0	3	23.2	0.4	1.4	Shinichi	0.2	16	89.50000305	26.2	63.3	1.6	10	12	2	15.55	2.01	13.54	50
688	1661	2006\60090.xlsx	12	8	0	0	0.4	12.5	21.2	0.2	0	Shinichi	0.5	11	91.29999847	33.3	58	0.1	5	8	3	13.93	8.21	5.72	57.9
689	1662	2006\60091.xlsx	12	16	1	0	0.3	17.3	28.2	0.9	0.3	Shinichi	0.6	22	92.10000305	45.2	46.9	0.9	10	8	2	18.37	11.27	7.1	81.5
690	1664	2006\60093.xlsx	37	12	1	1	0.8	7.3	9.5	0.6	3.1	Shinichi	1.4	13	92.90000153	16	76.9	3.1	8	24	16	6.14	4.71	1.43	27.1
691	1665	2006\60094.xlsx	14	16	1	0	0.1	8.3	24.8	1.3	0.7	Shinichi	0.2	21	91.99999695	33	59	1.9	10	9	1	16.17	5.41	10.76	72.4
692	1666	2006\60095.xlsx	15	18	2	2	0.1	6.6	10.3	4.9	4.6	Shinichi	1.9	20	90.49999695	16.8	73.7	7.7	12	10	2	6.83	4.38	2.45	62.5
693	1667	2006\60096.xlsx	9	8	1	0	0	1.1	17.9	1.1	0.3	Shinichi	0	11	82.09999695	19	63.1	1.4	6	7	1	13.08	0.8	12.28	68.8
694	1668	2006\60097.xlsx	12	12	0	0	0	5	5.7	0.2	0.7	Shinichi	0	15	85.69999695	10.7	75	0.9	8	8	0	3.99	3.5	0.49	65.2
695	1669	2006\60098.xlsx	22	11	0	0	0.3	10.1	7.2	0.5	0	Shinichi	0.3	18	89.59999695	17	72.6	0.5	7	15	8	4.82	6.76	1.94	56.2
696	1670	2006\60099.xlsx	2	18	1	0	0	0.3	15.6	0.1	1.5	Shinichi	0	4	91.59999695	15.9	75.7	1.6	12	1	11	10.22	0.2	10.02	21.1
697	1671	2006\60100.xlsx	21	35	15	0	0.3	10	12.9	18.4	2.1	Shinichi	4.15	22	91.70000305	22.6	69.1	16.65	23	14	9	8.44	6.54	1.9	40
698	1672	2006\60101.xlsx	32	30	0	0	0.2	5.1	10.5	0	1.8	Shinichi	0.3	47	90.09999695	15.4	74.7	1.7	20	21	1	6.99	3.4	3.59	77
699	1673	2006\60102.xlsx	9	7	0	0	0.2	2.9	6.2	0	0.4	Shinichi	0.2	7	86.90000153	8.9	78	0.4	5	6	1	4.28	2	2.28	46.7
700	1675	2006\60104.xlsx	4	15	4	0	0	2.5	50.2	3.2	0.3	Shinichi	2.8	8	85.30000305	52.7	32.6	0.7	11	3	8	35.31	1.76	33.55	44.4
701	1676	2006\60105.xlsx	11	14	0	0	0.8	11.3	26.8	3.1	1	Shinichi	1.4	18	92.39999695	37.3	55.1	3.5	9	7	2	17.4	7.34	10.06	75
702	1677	2006\60106.xlsx	10	5	0	0	0.1	16.6	23.6	1.7	0.5	Shinichi	0.1	7	86.10000305	40.1	46	2.2	3	7	4	16.45	11.57	4.88	50
703	1678	2006\60107.xlsx	4	0	0	0	0	61.9	0	1.5	0	Shinichi	0	0	70.69999695	61.9	8.8	1.5	0	3	3	0	52.53	52.53	0
704	1682	2006\60111.xlsx	23	0	1	0	0	5.2	0	0.2	0	Shinichi	0	0	92.80000305	5.2	87.6	0.2	0	15	15	0	3.36	3.36	0
705	1685	2006\60114.xlsx	3	0	0	0	0	45.8	0	1.7	0	Shinichi	0	0	84.4	45.8	38.6	1.7	0	2	2	0	32.56	32.56	0
706	1686	2006\60115.xlsx	11	11	0	2	0.2	23.6	35.2	1.4	0.4	Shinichi	1.3	16	90.1	58.6	31.5	0.7	7	7	0	23.44	15.72	7.72	76.2
707	1693	2006\60122.xlsx	1	8	3	0	0	0.7	26.3	1.8	2.4	Shinichi	0	2	89.79999695	27	62.8	4.2	5	1	4	17.57	0.47	17.1	25
708	1694	2006\60123.xlsx	27	14	3	0	1.5	7.3	46	4.9	0.7	Shinichi	3.7	16	91.19999847	51.8	39.4	3.4	9	18	9	30.26	4.8	25.46	40
709	1695	2006\60124.xlsx	12	4	0	0	0.1	31.3	15.5	0.7	0.3	Shinichi	0.1	7	87.40000305	46.7	40.7	1	3	8	5	10.64	21.49	10.85	46.7
710	1696	2006\60125.xlsx	27	11	0	1	1.5	8.8	32.5	1.4	1.3	Shinichi	3	15	91.79999695	39.8	52	1.2	7	18	11	21.24	5.75	15.49	40.5
711	1697	2006\60126.xlsx	18	17	1	0	0	9.9	27.8	3.5	0.2	Shinichi	0.5	23	90.00000305	37.7	52.3	3.2	11	12	1	18.53	6.6	11.93	67.6
712	1698	2006\60127.xlsx	21	21	0	0	0.1	6.4	9.7	2.9	1.1	Shinichi	0.7	24	88.49999695	16	72.5	3.4	14	14	0	6.58	4.34	2.24	58.5
713	1699	2006\60128.xlsx	4	10	1	0	0	1	9.7	0.3	0.3	Shinichi	0	7	89.80000305	10.7	79.1	0.6	7	3	4	6.48	0.67	5.81	53.8
714	1700	2006\60129.xlsx	8	8	0	0	0.7	9.7	7.8	1.9	1.6	Shinichi	2.4	9	85.19999695	16.8	68.4	1.8	6	6	0	5.49	6.83	1.34	60
715	1701	2006\60130.xlsx	1	20	2	0	0	0.1	25.4	0.9	2.3	Shinichi	0	2	91.49999847	25.5	66	3.2	13	1	12	16.66	0.07	16.59	10
716	1702	2006\60131.xlsx	24	10	2	1	0	9.8	13	3.5	2.3	Shinichi	0.8	15	91.00000153	22.8	68.2	5	7	16	9	8.57	6.46	2.11	45.5
717	1703	2006\60132.xlsx	25	12	0	1	0.4	4.9	19.8	0.6	15.8	Shinichi	0.5	20	91.59999695	24.3	67.3	16.3	8	16	8	12.97	3.21	9.76	55.6
718	1704	2006\60133.xlsx	12	11	0	2	0.2	5.3	4	0.5	0.4	Shinichi	0.2	16	90.19999695	9.1	81.1	0.9	7	8	1	2.66	3.53	0.87	72.7
719	1706	2006\60135.xlsx	0	36	10	1	0	0	29.5	4	1	Shinichi	0.1	0	93.29999847	29.5	63.8	4.9	23	0	23	18.97	0	18.97	0
720	1708	2006\60137.xlsx	22	13	7	2	0.2	13.4	11.1	3.5	1.1	Shinichi	0.8	15	90.19999695	24.3	65.9	4	9	15	6	7.38	8.91	1.53	44.1
721	1709	2006\60138.xlsx	13	12	0	0	0	11	2.4	0.7	1.8	Shinichi	0	14	86.50000305	13.4	73.1	2.5	8	9	1	1.66	7.63	5.97	58.3
722	1710	2006\60139.xlsx	11	11	7	0	0.3	10.6	38.7	13.7	1.8	Shinichi	4.9	16	87.19999695	49	38.2	10.9	8	8	0	26.63	7.29	19.34	76.2
723	1711	2006\60140.xlsx	0	13	0	0	0	0	4.4	0	0.7	Shinichi	0	0	85.09999847	4.4	80.7	0.7	9	0	9	3.1	0	3.1	0
724	1713	2006\60142.xlsx	14	15	2	0	0	1.9	18.3	0.9	6.4	Shinichi	0	17	89.29999847	20.2	69.1	7.3	10	9	1	12.3	1.28	11.02	60.7
725	1716	2006\60145.xlsx	0	48	11	0	0	0	25.9	18	1.2	Shinichi	1.3	0	92.10000305	25.9	66.2	17.9	31	0	31	16.87	0	16.87	0
726	1718	2006\60147.xlsx	10	12	0	0	1.1	14.9	7.2	0.1	2	Shinichi	2.2	15	86.69999695	21	65.7	1	8	7	1	4.98	10.31	5.33	71.4
727	1720	2006\60149.xlsx	0	12	2	4	0	0	3.9	0.4	9.5	Shinichi	0	0	85.89999847	3.9	82	9.9	8	0	8	2.72	0	2.72	0
728	1727	2006\60156.xlsx	11	13	1	1	0.1	23.7	18.3	10.6	3	Shinichi	0.1	17	90.40000153	41.9	48.5	13.6	9	7	2	12.15	15.73	3.58	73.9
729	1729	2006\60158.xlsx	3	12	0	0	0	8.3	52.1	1.3	0.2	Shinichi	0.1	5	85.70000305	60.4	25.3	1.4	8	2	6	36.48	5.81	30.67	35.7
730	1731	2006\60160.xlsx	14	18	1	0	0.6	22.7	28.2	0.8	1.1	Shinichi	1.4	20	85.60000153	50.3	35.3	1.1	13	10	3	19.77	15.91	3.86	64.5
731	1732	2006\60161.xlsx	25	11	2	0	0	51.3	9.6	2.7	0.9	Shinichi	0.9	16	92.30000305	60.9	31.4	2.7	7	16	9	6.24	33.35	27.11	45.7
732	1733	2006\60162.xlsx	24	18	0	1	0.3	12.5	13.5	19	0.6	Shinichi	1.6	25	92.69999695	25.7	67	18.3	12	16	4	8.74	8.09	0.65	61
733	1734	2006\60163.xlsx	13	18	1	0	0.2	10.6	18	0.4	0.7	Shinichi	0.2	22	91.59999695	28.4	63.2	1.1	12	9	3	11.79	6.94	4.85	73.3
734	1735	2006\60164.xlsx	6	20	0	1	0.3	2.3	42.2	0.2	0.4	Shinichi	0.3	12	87.89999695	44.2	43.7	0.6	14	4	10	28.81	1.57	27.24	48
735	1736	2006\60165.xlsx	41	25	0	0	0	5.7	4.9	2.7	0.5	Shinichi	0.3	38	90.40000305	10.6	79.8	2.9	17	27	10	3.25	3.78	0.53	58.5
736	1737	2006\60166.xlsx	43	28	1	0	1.4	8.7	20.5	1.3	0.3	Shinichi	1.5	49	90.20000305	27.8	62.4	1.5	19	29	10	13.64	5.79	7.85	70
737	1738	2006\60167.xlsx	14	18	2	0	0.9	6.7	22.2	1.5	0.1	Shinichi	1.9	23	92.50000305	28	64.5	0.6	12	9	3	14.4	4.35	10.05	74.2
738	1739	2006\60168.xlsx	19	27	9	2	0.3	20	19.1	13.5	4	Shinichi	2.6	30	92.60000305	38.8	53.8	15.2	17	12	5	12.38	12.96	0.58	66.7
739	1740	2006\60169.xlsx	22	18	0	1	0.1	5.9	9.8	2.1	0.2	Shinichi	0.4	20	92.50000305	15.6	76.9	2	12	14	2	6.36	3.83	2.53	51.3
740	1741	2006\60170.xlsx	20	11	1	0	0	25.7	1.6	4.1	2.1	Shinichi	0	14	89.80000305	27.3	62.5	6.2	7	13	6	1.07	17.17	16.1	46.7
741	1742	2006\60171.xlsx	7	10	0	0	1.3	21.2	52.2	2.4	0.4	Shinichi	3.2	10	91.09999695	72.1	19	0.9	7	5	2	34.38	13.96	20.42	62.5
742	1743	2006\60172.xlsx	10	12	0	0	0.4	24.9	21.1	0.4	0	Shinichi	0.6	16	90.70000305	45.6	45.1	0.2	8	7	1	13.96	16.47	2.51	76.2
743	1745	2006\60174.xlsx	5	17	0	0	0	1.6	16.1	0	0	Shinichi	0	10	91.29999695	17.7	73.6	0	11	3	8	10.58	1.05	9.53	47.6
744	1746	2006\60175.xlsx	33	6	0	0	1	6.5	14.5	0	0	Shinichi	1	10	87.19999695	20	67.2	0	4	23	19	9.98	4.47	5.51	26.3
745	1747	2006\60176.xlsx	9	14	0	0	0	5.9	31.8	0.1	0.1	Shinichi	0	15	92.09999695	37.7	54.4	0.2	9	6	3	20.72	3.84	16.88	68.2
746	1748	2006\60177.xlsx	24	31	0	0	0	7.1	6.3	2.5	1.5	Shinichi	0	42	92.19999695	13.4	78.8	4	20	16	4	4.1	4.62	0.52	77.8
747	1749	2006\60178.xlsx	24	18	0	0	2.5	7	15.2	0.4	0.7	Shinichi	2.6	29	93.39999695	19.7	73.7	1	12	15	3	9.76	4.5	5.26	70.7
748	1750	2006\60179.xlsx	26	39	18	1	1.1	19.7	18.1	24.4	3.2	Shinichi	3.25	36	92.7	36.7	56	25.45	25	17	8	11.72	12.75	1.03	56.2
749	1751	2006\60180.xlsx	0	37	0	0	0	0	13.3	0	0.8	Shinichi	0	0	90.29999695	13.3	77	0.8	25	0	25	8.84	0	8.84	0
750	1752	2006\60181.xlsx	7	13	0	0	0.4	4	8.4	0.6	0.4	Shinichi	0.5	13	92.59999695	12	80.6	0.9	8	5	3	5.44	2.59	2.85	68.4
751	1753	2006\60182.xlsx	13	13	1	0	0.4	9.8	8.7	1.5	0.4	Shinichi	0.6	16	90.29999847	18.1	72.2	1.7	9	9	0	5.78	6.51	0.73	64
752	1754	2006\60183.xlsx	29	11	0	0	1.4	9.5	9.5	1.6	1	Shinichi	2.2	20	90.99999695	17.6	73.4	1.8	7	19	12	6.26	6.26	0	51.3
753	1755	2006\60184.xlsx	7	15	0	0	0	1.7	6.1	0	0	Shinichi	0	10	88.19999847	7.8	80.4	0	10	5	5	4.15	1.16	2.99	47.6
754	1756	2006\60185.xlsx	0	7	2	0	0	0	79.5	0.8	0	Shinichi	0.8	0	88.29999695	79.5	8.8	0	5	0	5	54.02	0	54.02	0
755	1758	2006\60187.xlsx	15	8	2	0	1.1	7.1	39.9	2.6	0.5	Shinichi	3.1	9	92.29999695	45.9	46.4	1.1	5	10	5	25.94	4.62	21.32	40.9
756	1760	2007\70002.xlsx	23	19	0	0	1.4	20.5	44.7	0.2	0	Shinichi	1.6	27	81.70000153	63.8	17.9	0	14	17	3	32.83	15.06	17.77	65.9
757	1767	2007\70009.xlsx	25	33	1	0	0.3	10.6	23.5	0.1	0	Shinichi	0.4	32	89.10000305	33.8	55.3	0	22	17	5	15.82	7.14	8.68	56.1
758	1779	2007\70021.xlsx	6	6	0	0	0.1	38.5	41.3	0	1.7	Shinichi	0.1	11	86.5	79.7	6.8	1.7	4	4	0	28.65	26.71	1.94	100
759	1783	2007\70025.xlsx	4	3	0	0	0.5	38.7	28.4	1.1	0	Shinichi	0.5	6	73.3	66.6	6.7	1.1	2	3	1	23.25	31.68	8.43	100
760	1784	2007\70026.xlsx	7	4	0	0	0.3	35.1	30.2	0	0	Shinichi	0.3	6	89.1	65	24.1	0	3	5	2	20.34	23.64	3.3	60
761	1786	2007\70028.xlsx	12	12	0	0	0	29.9	33.4	0.4	0	Shinichi	0.4	22	86.7	63.3	23.4	0	8	8	0	23.11	20.69	2.42	95.7
762	1787	2007\70029.xlsx	16	9	0	0	2.4	34	43.8	0.2	0	Shinichi	2.4	16	86.5	75.4	11.1	0.2	6	11	5	30.38	23.58	6.8	66.7
763	1789	2007\70031.xlsx	19	17	1	1	0.5	11.4	30.9	0.2	8.9	Shinichi	5.5	24	85	41.8	43.2	4.1	12	13	1	21.81	8.05	13.76	68.6
764	1791	2007\70033.xlsx	2	14	0	0	0	0.5	28.6	0	0	Shinichi	0	4	84.5	29.1	55.4	0	10	1	9	20.31	0.36	19.95	26.7
765	1792	2007\70034.xlsx	22	16	0	0	0.2	3.3	23.3	0	0.8	Shinichi	0.2	22	88.8	26.4	62.4	0.8	11	15	4	15.74	2.23	13.51	59.5
766	1794	2007\70036.xlsx	22	23	0	0	1.4	9.8	31.6	0	0	Shinichi	1.4	31	86.1	40	46.1	0	16	15	1	22.02	6.83	15.19	70.5
767	1796	2007\70038.xlsx	1	16	0	0	0	0.1	39.8	0	0	Shinichi	0	2	86	39.9	46.1	0	11	1	10	27.77	0.07	27.7	12.5
768	1798	2007\70040.xlsx	18	19	0	1	2.4	25.8	34.3	0	0.1	Shinichi	2.4	25	88.5	57.7	30.8	0.1	13	12	1	23.25	17.49	5.76	69.4
769	1799	2007\70041.xlsx	0	44	0	1	0	0	10.4	0	0.1	Shinichi	0	0	76.6	10.4	66.2	0.1	34	0	34	8.15	0	8.15	0
770	1801	2007\70043.xlsx	19	14	0	0	0.3	5.4	46.2	0	0	Shinichi	0.3	24	88.2	51.3	36.9	0	10	13	3	31.43	3.67	27.76	75
771	1803	2007\70045.xlsx	23	26	0	0	0	5.5	6.7	0	0	Shinichi	0	31	87.9	12.2	75.7	0	18	16	2	4.57	3.75	0.82	64.6
772	1805	2007\70047.xlsx	10	11	1	0	1.1	17	34	0.1	0	Shinichi	1.2	11	88.1	49.9	38.2	0	7	7	0	23.16	11.58	11.58	55
773	1807	2007\70049.xlsx	9	15	1	1	0.4	1.9	48.6	0.1	0.2	Shinichi	0.5	9	83.8	50.1	33.7	0.2	11	6	5	34.8	1.36	33.44	39.1
774	1809	2007\70051.xlsx	23	13	0	1	0.1	3.8	36.8	0.3	0.2	Shinichi	0.1	25	88.9	40.5	48.4	0.5	9	16	7	24.84	2.56	22.28	71.4
775	1813	2007\70055.xlsx	22	40	1	0	0.1	7.8	12.7	0.2	0	Shinichi	0.2	37	87.5	20.4	67.1	0.1	27	15	12	8.71	5.35	3.36	60.7
776	1815	2007\70057.xlsx	11	23	2	0	0	18.9	31.8	0.4	0	Shinichi	0	21	85.1	50.7	34.4	0.4	16	8	8	22.42	13.33	9.09	63.6
777	1819	2007\70061.xlsx	12	29	1	1	0	7.1	14.1	0.1	0.1	Shinichi	0	22	88.69999695	21.2	67.5	0.2	20	8	12	9.54	4.8	4.74	55
778	1822	2007\70064.xlsx	6	10	1	0	0.1	18.8	34.6	0.2	0	Shinichi	0.3	12	76.60000305	53.3	23.3	0	8	5	3	27.1	14.73	12.37	80
779	1823	2007\70065.xlsx	28	14	0	0	0.4	6.1	28.2	0	5.2	Shinichi	1.2	24	92.10000153	33.9	58.2	4.4	9	18	9	18.37	3.97	14.4	58.5
780	1824	2007\70066.xlsx	13	31	0	0	0	17.9	22.3	0	0	Shinichi	0	26	87.8	40.2	47.6	0	21	9	12	15.24	12.23	3.01	60.5
781	1829	2007\70071.xlsx	48	20	0	0	0.4	11.7	22.7	0	0	Shinichi	0.4	33	84.7	34	50.7	0	14	34	20	16.08	8.29	7.79	49.3
782	1830	2007\70072.xlsx	20	29	2	1	2.7	27.7	40.4	1	1.1	Shinichi	2.8	30	88.3	65.4	22.9	2	20	14	6	27.45	18.82	8.63	62.5
783	1832	2007\70074.xlsx	11	26	0	0	0	8.8	24.3	0	0	Shinichi	0	21	87.5	33.1	54.4	0	18	8	10	16.66	6.03	10.63	58.3
784	1834	2007\70076.xlsx	8	13	0	0	0.1	1.5	17.7	0	0	Shinichi	0.1	13	67.4	19.1	48.3	0	12	7	5	15.76	1.34	14.42	65
785	1835	2007\70077.xlsx	3	21	0	0	0	2.4	35.4	0	0	Shinichi	0	4	87.4	37.8	49.6	0	14	2	12	24.3	1.65	22.65	17.4
786	1836	2007\70078.xlsx	39	23	0	0	0.8	26.8	31.3	0.1	0.1	Shinichi	0.8	34	90	57.3	32.7	0.2	15	26	11	20.87	17.87	3	55.7
787	1839	2007\70081.xlsx	39	18	0	0	1.6	12.9	16.6	0	0	Shinichi	1.6	26	89.1	27.9	61.2	0	12	26	14	11.18	8.69	2.49	46.4
788	1841	2007\70083.xlsx	4	12	0	0	0.6	18.3	27.9	0	1	Shinichi	0.7	8	88.5	45.6	42.9	0.9	8	3	5	18.92	12.41	6.51	53.3
789	1842	2007\70084.xlsx	2	12	1	0	0.1	6.2	32.4	0.3	0	Shinichi	0.1	4	86.2	38.5	47.7	0.3	8	1	7	22.55	4.32	18.23	30.8
790	1843	2007\70085.xlsx	12	18	0	0	2.7	12	53.7	0	0	Shinichi	2.7	18	88.4	63	25.4	0	12	8	4	36.45	8.14	28.31	62.1
791	1845	2007\70087.xlsx	19	18	0	0	0	7.9	30.3	0	0.1	Shinichi	0	19	87.6	38.2	49.4	0.1	12	13	1	20.75	5.41	15.34	52.8
792	1846	2007\70088.xlsx	18	33	0	0	0	3.5	14.2	0	0.1	Shinichi	0	32	87.6	17.7	69.9	0.1	23	12	11	9.73	2.4	7.33	64
793	1847	2007\70089.xlsx	36	27	0	1	0.8	14.1	19.4	0	0.1	Shinichi	0.8	42	88.2	32.7	55.5	0.1	18	24	6	13.2	9.59	3.61	67.7
794	1848	2007\70090.xlsx	17	7	0	2	0.6	6.2	39.9	0	0.9	Shinichi	0.6	14	86.20000153	45.5	40.7	0.9	5	12	7	27.77	4.32	23.45	60.9
795	1849	2007\70091.xlsx	20	14	5	0	3.6	17.4	61.8	2.3	1.4	Shinichi	5.9	22	87.1	75.6	11.5	1.4	10	14	4	42.57	11.99	30.58	66.7
796	1851	2007\70093.xlsx	10	11	0	0	0.1	24	41.5	0	0	Shinichi	0.1	18	89.3	65.4	23.9	0	7	7	0	27.88	16.13	11.75	90
797	1852	2007\70094.xlsx	12	10	1	1	0.3	4.4	19.1	0.1	0.7	Shinichi	0.4	15	80.9	23.2	57.7	0.7	7	9	2	14.17	3.26	10.91	71.4
798	1853	2007\70095.xlsx	1	30	0	0	0	0.2	13.1	0	0	Shinichi	0	2	87.7	13.3	74.4	0	21	1	20	8.96	0.14	8.82	6.7
799	1854	2007\70096.xlsx	12	23	2	0	0.2	3.6	11.7	0.3	0	Shinichi	0.4	19	84	15.1	68.9	0.1	16	9	7	8.36	2.57	5.79	55.9
800	1855	2007\70097.xlsx	3	6	0	0	0.6	4.9	40.2	0	0.1	Shinichi	0.6	6	90	44.5	45.5	0.1	4	2	2	26.8	3.27	23.53	75
801	1857	2007\70099.xlsx	18	14	0	0	0	5.8	7.5	0.5	0	Shinichi	0	21	84.1	13.3	70.8	0.5	10	13	3	5.35	4.14	1.21	67.7
802	1860	2007\70102.xlsx	10	35	1	0	0.6	5.3	38.1	0.1	0.5	Shinichi	0.7	17	82.6	42.8	39.8	0.5	25	7	18	27.68	3.85	23.83	38.6
803	1861	2007\70103.xlsx	23	14	6	1	0.2	6.7	26.3	4.7	0.9	Shinichi	0.2	23	83.8	32.8	51	5.6	10	16	6	18.83	4.8	14.03	63.9
804	1862	2007\70104.xlsx	1	8	0	0	0	2.6	51.1	0	0	Shinichi	0	2	87.1	53.7	33.4	0	6	1	5	35.2	1.79	33.41	25
805	1864	2007\70106.xlsx	15	20	0	0	0.3	9.1	23.6	0	0	Shinichi	0.3	26	88.6	32.4	56.2	0	14	10	4	15.98	6.16	9.82	76.5
806	1865	2007\70107.xlsx	29	15	0	0	1.2	5.3	16.6	0	0	Shinichi	1.2	23	82.9	20.7	62.2	0	11	21	10	12.01	3.84	8.17	53.5
807	1866	2007\70108.xlsx	8	8	2	1	0	4.2	33.7	3	1.4	Shinichi	3	13	88.3	37.9	50.4	1.4	5	5	0	22.9	2.85	20.05	86.7
808	1868	2007\70110.xlsx	5	9	0	0	1.1	5.8	36.6	0	0	Shinichi	1.1	9	84.5	41.3	43.2	0	6	4	2	25.99	4.12	21.87	69.2
809	1869	2007\70111.xlsx	0	9	0	0	0	0	32.8	0	0	Shinichi	0	0	90	32.8	57.2	0	6	0	6	21.87	0	21.87	0
810	1870	2007\70112.xlsx	0	17	0	0	0	0	61.7	0	0	Shinichi	0	0	90	61.7	28.3	0	11	0	11	41.13	0	41.13	0
811	1871	2007\70113.xlsx	12	29	2	0	0.3	4.6	39.4	0.8	0	Shinichi	0.3	18	86.9	43.7	43.2	0.8	20	8	12	27.2	3.18	24.02	45
812	1872	2007\70114.xlsx	9	8	0	0	4.8	7.3	46.9	0	0	Shinichi	4.8	12	85.4	49.4	36	0	6	6	0	32.95	5.13	27.82	75
813	1876	2007\70118.xlsx	1	28	0	0	0	0.1	17	0	0	Shinichi	0	2	86.3	17.1	69.2	0	19	1	18	11.82	0.07	11.75	7.1
814	1877	2007\70119.xlsx	19	13	0	0	3.1	34.9	30.6	0.2	0	Shinichi	3.3	20	90	62.4	27.6	0	9	13	4	20.4	23.27	2.87	64.5
815	1878	2007\70120.xlsx	22	17	0	0	1.2	16.6	39.2	0	0	Shinichi	1.2	20	87.1	54.6	32.5	0	12	15	3	27	11.44	15.56	52.6
816	1879	2007\70121.xlsx	18	14	1	1	2	18.3	39.7	0.7	0.5	Shinichi	2.2	22	88.4	56	32.4	1	10	12	2	26.95	12.42	14.53	71
817	1880	2007\70122.xlsx	8	5	1	0	0.4	15.8	62.4	2.7	0	Shinichi	0.5	7	85.7	77.8	7.9	2.6	4	6	2	43.69	11.06	32.63	58.3
818	1882	2007\70124.xlsx	0	60	1	0	0	0	19.2	0.3	0	Shinichi	0	0	88.5	19.2	69.3	0.3	41	0	41	13.02	0	13.02	0
