"BroodRef","MeanTotalProRate","MeanA","MeanAdev","MeanAsim","MeanVisitRateDifference","MeanS","MeanMFVisit1","MeanSdev","MeanSsim","MeanEffectiveTime","MeanMVisit1RateH","MeanFVisit1RateH","MeanDVDInfoChickNb","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbHatched","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","ResMassTarsus","sdResMassTarsus"
"1344",23.9122458426002,14.5,1.48,13.02,11.5,2.5,33.5,0.16,2.34,84.25,18,6.5,3,2011,123,5005,4060,3,1,2,7,FALSE,NA,NA,3,TRUE,NA,NA,"40605005",3,"406050052011",3,3,22.3000005086263,15.6000003814697,17.5,5.82837897598743,1.68225994194372,TRUE,0.72980865666272,2.39154773669193
"1345",23.1857540459747,22,1.65,20.35,2,5.5,34,0.89,4.61,88.1,11.5,11.5,2,2011,124,4867,5050,1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"50504867",2,"505048672011",4,2,23.1999998092651,21.7000007629395,18.1999998092651,1.4142135623731,0.282842442734806,TRUE,0.0170981063919433,0.754165060256464
"1346",27.9342401652708,20.5,1.64,18.86,8,6,39,1.14,4.86,85.1,16.5,11.5,2,2011,125,4733,NA,NA,2,NA,NA,NA,NA,NA,3,TRUE,NA,NA,"NA4733",3,"NA47332011",3,2,28.4499998092651,26,19.0500001907349,1.34350261451463,0.494973937611077,FALSE,3.308806160695,0.18841852265051
"1347",10.5887795244982,9.5,0.109999999999999,9.39,1.5,0,15.5,-0.37,0.37,87.85,4.5,6,2,2011,125,4059,3450,5,3,4,13,TRUE,NA,NA,9,TRUE,TRUE,FALSE,"34504059",9,"345040592011",2,2,20.9500007629395,20.7000007629395,17.5,0.353553390593274,0.141421895716935,FALSE,-0.620191089024081,0.683579215331248
"1348",16,15,4.4,10.6,2,3,24,1.91,1.09,90,9,7,3,2011,126,5060,4969,1,1,1,2,TRUE,NA,NA,2,FALSE,NA,NA,"49695060",1,"496950602011",3,2,19.3249998092651,16.3999996185303,17.1999998092651,3.25269146319793,0.282842442734806,TRUE,-1.55403005026757,2.5926429610813
"1358",9.33818299192454,7,0.47,6.53,3.5,0,12.5,-0.4,0.4,82.05,6.5,3,1.5,2012,41,5014,5489,1,2,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"54895014",1,"548950142012",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"1359",20.8577414414455,16,1.14,14.86,4,5,28,2.455,2.545,81.5,8.5,12.5,2,2012,52,5294,4943,2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"49435294",1,"494352942012",4,2,25.0499992370605,24.2999992370605,17.9499998092651,1.06066017177982,0.494973937611077,TRUE,2.44306549502246,2.21574426364394
"1360",13.2975847665009,14,3.36,10.64,0.5,1.5,18.5,0.0249999999999999,1.475,83.85,7,6.5,1.5,2012,53,4084,4900,2,4,3,3,FALSE,FALSE,FALSE,10,TRUE,FALSE,FALSE,"49004084",1,"490040842012",4,1,23.1000003814697,23.1000003814697,16.5,NA,NA,TRUE,3.83368037284661,NA
"1362",17.7743041549011,13.5,0.42,13.08,3.5,1,25,-0.385,1.385,84.6,10.5,7,4,2012,57,5025,4705,3,2,2.5,2,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"47055025",1,"470550252012",5,4,17.0749995708466,12.3999996185303,17.474999666214,4.6984924722527,1.64797822505338,TRUE,-4.4375947160333,0.997008727749294
"1363",29.2789448784023,21,-1.87,22.87,9,4.5,43.5,-1.15,5.65,89.15,19,10,3,2012,55,4862,5031,2,2,2,1,FALSE,TRUE,FALSE,3,FALSE,NA,NA,"50314862",1,"503148622012",4,3,22.5999997456868,20,18,2.25388533081716,0.360554651443684,TRUE,-0.122128027947022,2.24525927952596
"1364",34.4787915166066,25,1.16,23.84,9.5,9,48.5,2.14,6.86,84.9,22,12.5,4,2012,58,4576,4682,3,3,3,4,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"46824576",1,"468245762012",5,4,24.4250001907349,22.8999996185303,18.3249998092651,1.28937986840506,0.573730316378722,TRUE,0.95411450744418,1.57936892217256
"1365",15.6049608534529,15.5,1.49,14.01,0.5,1.5,22.5,0.0450000000000002,1.455,87,7.5,8,2,2012,58,4963,5468,1,2,1.5,1,FALSE,TRUE,TRUE,2,TRUE,FALSE,TRUE,"54684963",1,"546849632012",2,2,24.2666670481364,22.7000007629395,18.0499992370605,1.5556341093909,0.353553390593274,FALSE,1.42934744005038,0.730572694905279
"1366",21.5306885284458,15,-0.75,15.75,2.5,1.5,30,-1.435,2.935,84.65,10,11.5,4,2012,59,5067,5623,2,2,2,2,TRUE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"56235067",1,"562350672012",4,3,22.7333335876465,20.6000003814697,16.1000000635783,1.8583145186266,1.2767149219077,FALSE,4.38856216988334,1.22555424582186
"1367",22.0872484595386,17,2.16,14.84,7.5,3.5,31.5,0.7,2.8,85.6,8.5,13,4,2012,60,4663,5871,2,3,2.5,1,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"58714663",1,"587146632012",5,4,23.2750000953674,19.8999996185303,18.3249998092651,2.33291693060002,0.994568781358117,TRUE,-0.195885587923319,0.113831249734964
"1368",23.0944301347834,14.5,0.34,14.16,9,2,31,-1.155,3.155,81.3,7,16,2,2012,59,5284,3764,5,1,3,9,TRUE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"37645284",1,"376452842012",3,2,22.0500001907349,21.8999996185303,16.9499998092651,0.212132843575471,0.494973937611077,FALSE,1.74693829203735,1.36721693543959
"1369",23.465235398093,21,1.63,19.37,5.5,2.5,34.5,-1.785,4.285,88.05,14.5,9,3,2012,61,4961,4960,2,2,2,4,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,"49604961",1,"496049612012",3,3,23.8000001907349,20,17.0333334604899,5.37401180675757,0.919238276062818,FALSE,3.30494823937778,3.22885338803885
"1370",3.72670798623439,1,0,1,2,0,4,0,0,64.4000015258789,1,3,4,2012,61,4975,4991,2,2,2,4,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,"49914975",1,"499149752012",4,0,NA,NA,NA,NA,NA,NA,NA,NA
"1371",10,13,3.62,9.38,0,2,15,0.65,1.35,90,5,5,3,2012,62,4739,4991,2,3,2.5,5,FALSE,FALSE,TRUE,6,FALSE,FALSE,TRUE,"49914739",1,"499147392012",3,1,22.1499996185303,21.7999992370605,17.6999998092651,NA,NA,TRUE,0.119033837327383,NA
"1372",21.2552794553477,14,-0.23,14.23,9.5,1.5,30.5,-0.88,2.38,86.1,6,15.5,5,2012,62,4059,4768,2,4,3,4,FALSE,FALSE,TRUE,10,TRUE,FALSE,FALSE,"47684059",1,"476840592012",5,5,22.2142857142857,18.6000003814697,18.1285713740758,2.4141247258238,0.5176876284521,TRUE,-0.804054027940956,1.21904872176959
"1373",29.3709492947008,18.5,1.12,17.38,13.5,5,42,0.455,4.545,85.7,16.5,13,3,2012,61,4933,5202,1,2,1.5,1,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"52024933",1,"520249332012",3,3,26.2999998728434,24.7999992370605,18.6333332061768,1.30000055753271,0.55075696237826,FALSE,2.11875355804629,0.167771021990722
"1374",17.0088273352722,16.5,3.31,13.19,3.5,2,25,-0.16,2.16,88.35,7,9.5,3,2012,63,4872,5675,1,2,1.5,1,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"56754872",1,"567548722012",4,3,22.6599998474121,21.3999996185303,17.9400001525879,0.624499280625525,0.208166325068552,FALSE,0.0761040328357398,1.06741780309355
"1375",19.7952218430034,24,4.38,19.62,2,1,29,-1.09,2.09,87.9,9,11,3,2012,63,4723,5437,1,3,2,1,FALSE,NA,NA,5,FALSE,TRUE,FALSE,"54374723",1,"543747232012",4,3,21.4333337148031,17,18.8666667938232,3.98036886112964,0.757187813026815,FALSE,-3.28548328267817,2.2418908219128
"1376",14,12,1.7,10.3,6,0,21,-1.05,1.05,90,4,10,3,2012,63,4967,4768,2,2,2,5,FALSE,TRUE,TRUE,4,TRUE,FALSE,TRUE,"47684967",3,"476849672012",5,3,17.2499995231628,13.5,17.0250000953674,3.70405165011353,1.6522707716967,TRUE,-3.22585342292832,0.153230859205208
"1377",13.8736723230366,14,1.12,12.88,1.5,1.5,20,0.42,1.08,86.45,6,7.5,1.5,2012,62,5140,5593,1,1,1,1,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,"55935140",1,"559351402012",4,1,19.6000003814697,19,17.5,NA,NA,FALSE,-1.97019147049388,NA
"1382",17.7935943060498,18,3,15,0,1,25,-0.57,1.57,84.3,9,9,2,2012,57,4976,5096,1,2,1.5,1,FALSE,NA,NA,1,FALSE,FALSE,FALSE,"50964976",1,"509649762012",4,2,23.8000005086263,23.6000003814697,17.2999992370605,0.353553390593274,0,TRUE,2.69058478304565,0.353553390593274
"1383",14.6666666666667,11,-1.14,12.14,1,0,22,-1.13,1.13,90,8,7,3,2012,69,5014,5489,1,2,1.5,2,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"54895014",2,"548950142012",3,2,25.8000001907349,25.3999996185303,NA,0.565686234168745,NA,TRUE,NA,NA
"1384",5.12820512820513,2,0,2,3,0,7,0,0,81.9,1,4,3,2012,75,5093,4682,3,1,2,5,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"46825093",1,"468250932012",3,1,19.2999992370605,19.2999992370605,15.6000003814697,NA,NA,TRUE,2.10716300858654,NA
"1386",11.0889195535866,11,0.59,10.41,1,0,16,-0.525,0.525,86.25,5,6,1.5,2012,78,5625,5195,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"51955625",1,"519556252012",4,1,23.1000003814697,23.1000003814697,17.2000007629395,NA,NA,TRUE,2.22096832479344,NA
"1387",20.4560745866974,16.5,-1.81,18.31,4.5,3.5,29.5,0.64,2.86,86.55,12.5,8,2,2012,79,5589,5616,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"56165589",1,"561655892012",5,2,20.75,20.5,17.8499994277954,0.353553390593274,0.777817729045083,TRUE,-1.62654567884668,1.46158235074711
"1388",18.8340807174888,17,0.16,16.84,3,2,28,0.11,1.89,89.2,11,8,3,2012,77,5407,5517,1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"55175407",1,"551754072012",4,3,19.4749999046326,14.6000003814697,16.5249998569489,4.83873196997211,1.89032606215348,FALSE,0.151083429497397,1.97914839136204
"1389",22.3365594325866,23,5.41,17.59,3.5,4.5,33,1.46,3.04,88.65,9.5,13,2,2012,89,5294,4943,2,1,1.5,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49435294",2,"494352942012",2,2,28.25,27,19.0500001907349,1.76776695296637,0.494973937611077,TRUE,3.1088063514299,0.612682861102251
"1393",15.7660434932545,15,2.27,12.73,3,0.5,23,-1.08,1.58,87.5,6.5,9.5,4,2012,88,4084,4900,2,4,3,4,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"49004084",2,"490040842012",4,4,21,19.1000003814697,17.7249999046326,1.97821477331758,0.531506865989876,FALSE,-1.08856279700092,1.98562241949926
"1394",20.3883495145631,20,2.84,17.16,0,2,28,0.0800000000000001,1.92,82.4,10,10,3,2012,88,5214,4757,3,1,2,7,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"47575214",1,"475752142012",3,3,24.0666662851969,23.3999996185303,18.6333338419596,0.763762615825973,0.11547049432125,TRUE,-0.114581494362303,1.02219560802279
"1395",29.2564725675296,24,0.579999999999998,23.42,2.5,7,39,2.45,4.55,80.15,13.5,16,3,2012,88,5134,5107,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"51075134",1,"510751342012",5,3,21.5333334604899,20.8999996185303,17.8666667938232,0.60277177814533,0.862167154118278,FALSE,-0.881611693650882,1.74645359881282
"1396",14.975933192863,13,0.0700000000000003,12.93,1.5,1.5,22,-0.125,1.625,88.1,6.5,8,2,2012,88,4873,5393,1,2,1.5,1,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"53934873",1,"539348732012",2,2,24.4000000953674,23.8999996185303,18.9499998092651,0.282842442734738,NA,FALSE,-0.510805490011123,NA
"1397",9.67741935483871,10,0.6,9.4,2,0,14,-0.45,0.45,86.8,6,4,1,2012,89,4975,4991,2,2,2,6,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,"49914975",2,"499149752012",1,1,27.0500001907349,26.7000007629395,16.2999992370605,NA,NA,TRUE,8.24445630849473,NA
"1398",23.3509258020752,21,0.126666666666665,20.8733333333333,3,3.66666666666667,34.3333333333333,0.0399999999999996,3.62666666666667,88.2333333333333,12,11.6666666666667,3,2012,91,4963,5449,1,2,1.5,1,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"54494963",1,"544949632012",3,3,25.6333338419596,24.5,18.5,1.79257752914575,0.360554651443684,TRUE,1.75927014665553,2.61947591956115
"1404",21.1306475657722,15.5,1.98,13.52,5.5,2.5,31.5,-0.0150000000000001,2.515,89.7000015258789,8,13.5,3.5,2012,97,4898,5048,3,2,2.5,2,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"50484898",1,"504848982012",4,3,20.050000667572,18.1000003814697,16.5999999046326,2.78388218141501,0.611010342391776,FALSE,0.553293694329123,1.52167493983712
"1405",21.7968140230683,19,1.68,17.32,6.5,2,31,-0.29,2.29,85.95,13,8.5,4.5,2012,97,4944,4722,3,2,2.5,6,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"47224944",2,"472249442012",5,4,22.1249995231628,15.3999996185303,17.9249994754791,4.54266803842838,1.54999976517053,FALSE,-0.424336653791558,1.07045016167485
"1406",14.3891587934183,10,1.17,8.83,7,0,20.5,-0.775,0.775,85.9499992370606,3.5,10.5,1,2012,97,5410,5466,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"54665410",1,"546654102012",2,1,27.7999992370605,27.7999992370605,18.1000003814697,NA,NA,TRUE,4.84748340023532,NA
"1407",26.8267165252825,19,-2.28,21.28,3.5,5.5,39,0.31,5.19,86.7999992370605,12.5,15,3,2012,98,5140,4895,2,1,1.5,4,TRUE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"48955140",1,"489551402012",3,3,25.5,24.5,19.1333332061768,0.866025403784439,0.4932890724404,TRUE,0.166817763532648,0.9530667484856
"1408",36.5997979506422,30.5,5.64,24.86,12.5,11,52,3.995,7.005,85.3,12,24.5,3,2012,99,5284,3764,5,1,3,10,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"37645284",2,"376452842012",3,3,23.7999992370605,22.2999992370605,18.5333334604899,1.3228756555323,0.472581549172238,TRUE,-0.150860479307348,0.221807082859137
"1409",13.4174313371445,13.5,1.99,11.51,1,3,19.5,1.1,1.9,87.1999992370606,7,7,2,2012,100,4576,4682,3,3,3,6,FALSE,FALSE,TRUE,2,TRUE,TRUE,FALSE,"46824576",2,"468245762012",4,2,24.7000007629395,24.7000007629395,19.0500001907349,0,0.0707109478584676,TRUE,-0.441192885630597,0.165012912368987
"1410",16.8692966633608,10,-0.0800000000000001,10.08,3,0.5,24.5,-0.955,1.455,86.7,10,7,2,2012,101,5067,5623,2,2,2,3,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"56235067",2,"562350672012",3,2,23.4499998092651,22.5,17.1999998092651,1.34350261451463,0.424264338451741,TRUE,2.57096994973243,0.353428287660022
"1412",34.0114344415957,30,3.03,26.97,8,8.5,49.5,1.235,7.265,87.1999992370606,21,13,5,2012,103,4872,5675,1,2,1.5,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"56754872",2,"567548722012",5,5,21.5666666030884,17.1000003814697,17.3500000635783,3.19890603678098,1.22759900969883,TRUE,0.342055381149638,1.81059885215995
"1413",22.1973373149185,16,1.04,14.96,11.5,2.5,33,-0.0149999999999997,2.515,89.2,5.5,17,4,2012,103,4723,5669,2,3,2.5,1,FALSE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"56694723",1,"566947232012",4,4,23.1500000953674,21.7999992370605,18.4000000953674,1.2233837702142,1.00995012871531,FALSE,-0.493676635316885,1.61786984030284
"1414",11.5124153498871,14,2.54,11.46,1,1,17,0.31,0.69,88.6,5,6,1,2012,104,4059,4768,2,4,3,6,TRUE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"47684059",2,"476840592012",1,1,26.7999992370605,26.7999992370605,19.6000003814697,NA,NA,FALSE,0.391675635224595,NA
"1415",20.4283128636069,19.5,1.47,18.03,0.5,3.5,30,0.88,2.62,87.95,10.5,10,3,2012,96,5025,4705,3,2,2.5,3,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"47055025",2,"470550252012",3,3,22.9000002543132,21,18.3333333333333,1.85202628849898,0.611010342391776,TRUE,-0.590084800434044,0.57369291769357
"1417",23.6421294386967,15,2.68,12.32,10,3,33.5,0.6,2.4,85.1499992370605,10.5,12.5,3.5,2012,104,5014,5489,1,2,1.5,3,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"54895014",3,"548950142012",5,3,25.1333332061768,23.8999996185303,19.2000001271566,1.07857947754067,0.529150118031087,TRUE,-0.353441072418115,2.16681304271572
"1418",15.6797849961381,17,2.11,14.89,3.5,2,23.5,0.56,1.44,89.4999984741211,7.5,8,2,2012,103,5598,5359,1,1,1,2,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"53595598",2,"535955982012",2,2,23.6000003814697,22.1000003814697,18.5,2.12132034355964,0.989950572620554,TRUE,-0.274063313834365,0.188854134887859
"1419",22.4444448608542,16.5,0.94,15.56,9,3.5,31,0.32,3.18,82.7999984741211,15.5,6.5,3.5,2012,102,4933,5202,1,2,1.5,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"52024933",2,"520249332012",4,3,25.2000001271566,23.6000003814697,18.0666662851969,1.59999942779549,0.378594242378692,TRUE,2.32428177615753,1.92716017070848
"1420",10.4444627690278,11.5,1.48,10.02,1.5,1,15.5,0.085,0.915,88.8,4.5,6,1,2012,107,4967,5517,1,2,1.5,2,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"55174967",1,"551749672012",2,1,21.7000007629395,21.7000007629395,16.8999996185303,NA,NA,TRUE,1.51213289583751,NA
"1421",15.8459593177853,7,-1.18,8.18,3,1,21.5,-0.535,1.535,80.6000015258789,9.5,6.5,2,2012,106,6245,5031,2,1,1.5,2,TRUE,TRUE,TRUE,3,FALSE,FALSE,TRUE,"50316245",1,"503162452012",2,2,24,23.7999992370605,17.9499998092651,0.282843791434006,0.777817729045015,TRUE,1.39306625796196,2.09797953277423
"1423",23.3202553058805,19,-1.08,20.08,5.5,1.5,34,-1.98,3.48,87.5000015258789,8.5,14,3,2012,113,4965,5314,1,2,1.5,1,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"53144965",1,"531449652012",4,3,22,17.3999996185303,17.5666669209798,4.04474997559952,1.4011902790122,TRUE,0.276216105908856,0.825812858080268
"1426",24.088429217841,27,5.68,21.32,3,5.5,39.5,1.325,4.175,99,10.5,13.5,4,2012,117,5625,5195,1,1,1,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"51955625",2,"519556252012",4,4,20.3499999046326,18,17.3499999046326,1.66232754379339,0.957426543310852,TRUE,-0.874610951115641,1.30516507048697
"1427",26.5302319416332,14.5,-1.68,16.18,12,4,40,0.67,3.33,90.5999992370605,7.5,19.5,3,2012,120,6238,6240,1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"62406238",2,"624062382012",4,3,27.0749998092651,25.5,18.5500001907349,1.80277563773199,1.15325586253563,TRUE,3.08574208236525,0.961800323457221
"1428",13.7028729691249,12,0.649999999999999,11.35,4.5,1,20,-0.545,1.545,87.7,9,4.5,2.5,2012,120,5589,5616,1,1,1,2,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"56165589",2,"561655892012",3,2,22.7750000953674,19.5,18.2749996185303,2.26274223927665,0.212132843575471,TRUE,-0.580691556327753,2.75778097638377
"1429",9.70592341810322,12,2.6,9.4,1.5,0,15,-0.355,0.355,92.6500015258789,4,5.5,1,2012,124,4873,5393,1,2,1.5,2,TRUE,TRUE,TRUE,6,TRUE,FALSE,TRUE,"53934873",2,"539348732012",1,1,23.8999996185303,23.8999996185303,19.2999992370605,NA,NA,TRUE,-1.81715979373133,NA
"1430",15.4410572427484,11,1.55,9.45,6.5,1,25.5,-0.115,1.115,98.049998474121,10.5,5,2,2012,125,5407,4991,2,1,1.5,7,FALSE,TRUE,TRUE,2,FALSE,FALSE,NA,"49915407",1,"499154072012",2,2,23.75,23,17.9499998092651,1.06066017177982,0.0707109478584676,TRUE,1.14306625796196,1.22567308414881
"1431",13.6290368537167,5,0.359999999999999,4.64,10,0,19.5,-0.465,0.465,85.85,12,2,2,2012,127,4961,4960,2,2,2,7,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"49604961",3,"496049612012",2,2,24.9499998092651,24.7999992370605,19.1999998092651,0.212132843575471,0.282842442734806,FALSE,-0.536773736948543,0.447915658541161
"1432",31.7902662899658,28,1.55,26.45,2.5,8,47,1.305,6.695,88.45,17,14.5,5,2012,127,5214,4757,3,1,2,8,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"47575214",2,"475752142012",5,5,26.3199996948242,24.7999992370605,19.2799999237061,1.18617052364735,0.704982077188217,TRUE,0.648916137485923,1.32448872668529
"1433",28.8268156424581,31,3.42,27.58,5,5,43,0.48,4.52,89.5,17,12,4,2012,127,4084,4900,2,4,3,5,FALSE,TRUE,FALSE,12,FALSE,NA,NA,"49004084",3,"490040842012",4,4,18.900000333786,15.3000001907349,18.2250003814697,3.59536745332521,0.801560802594358,TRUE,-4.34049948345674,2.17401759981246
"1434",12.5474964005759,10.5,0.220000000000001,10.28,1.5,1.5,18.5,0.28,1.22,88.4,5.5,7,3,2012,127,4963,5449,1,2,1.5,2,FALSE,FALSE,TRUE,4,FALSE,FALSE,TRUE,"54494963",2,"544949632012",3,3,25.3333333333333,24.5,18.7333329518636,1.11504886970571,0.20816632506859,TRUE,0.921700420107168,1.1706481899755
"1435",29.690607573413,27.5,0.520000000000003,26.98,5,5.5,46,0.205,5.295,93.4500015258789,12.5,17.5,4,2012,128,5294,4943,2,1,1.5,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"49435294",3,"494352942012",4,4,26.1499996185303,21.8999996185303,18.8250002861023,3.37688219497879,0.684957665576573,TRUE,1.52717691499754,2.1009019691814
"1436",19.3030325907179,19,2.28,16.72,1.5,2,28.5,-0.88,2.88,91.0500007629394,10,9.5,3,2012,132,5134,5107,1,1,1,2,TRUE,FALSE,FALSE,2,TRUE,NA,NA,"51075134",2,"510751342012",3,3,25.8999996185303,21.7999992370605,18.2000001271566,3.55387148300282,1.74355900856773,TRUE,2.71709718327587,0.788466758958008
"1437",18.0181296861917,21,2.61,18.39,1,4,27.5,1.76,2.24,92.6,9.5,8.5,3,2012,133,5410,5466,1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"54665410",2,"546654102012",3,3,22.0000006357829,17.7000007629395,18.7000001271566,4.25088225687951,0.916514681151862,TRUE,-2.33483772114177,2.17307063300737
"1439",28.3543725620302,15,1.68,13.32,17,4.5,43,1.055,3.445,93.5000015258789,5.5,22.5,4,2012,135,4898,5048,3,2,2.5,3,TRUE,TRUE,TRUE,4,TRUE,FALSE,FALSE,"50484898",2,"504848982012",5,3,21.466667175293,19,17.7666670481364,2.35867234164709,0.115469393112965,FALSE,-0.717891380418757,2.35096642840573
"1440",25.6930312563432,16,1.09,14.91,10,5,35.5,2.145,2.855,82.6999984741211,8,18,2,2012,134,5284,3764,5,1,3,11,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"37645284",3,"376452842012",2,2,25.8499994277954,24.7999992370605,NA,1.48492451023163,NA,TRUE,NA,NA
"1441",21.8822970210622,20,2.53,17.47,4.5,3.5,32,0.35,3.15,87.75,9,12.5,5,2012,132,4663,5871,2,3,2.5,3,FALSE,NA,NA,7,FALSE,FALSE,FALSE,"58714663",3,"587146632012",5,5,22.5799999237061,18.7999992370605,18.8,2.94906791703497,0.667083603499511,TRUE,-1.98522532460011,1.44945444175327
"1442",18.0341171089999,16.5,-1.62,18.12,2.5,3,27.5,0.51,2.49,93.1999984741211,8,10.5,4,2012,136,5025,4705,3,2,2.5,4,TRUE,NA,NA,5,TRUE,NA,NA,"47055025",3,"470550252012",4,4,21.0125000476837,16.5,17.3874998092651,4.55292945988258,1.1445527363955,TRUE,-0.298505782475311,2.2777416607978
"1443",22.3972034943691,14,0.75,13.25,6.5,2,30.5,-0.76,2.76,80.5000015258789,12,10.5,3,2012,136,5093,4682,3,1,2,8,TRUE,FALSE,TRUE,3,TRUE,TRUE,FALSE,"46825093",3,"468250932012",4,3,24.983333269755,22.3999996185303,18.5666666030884,1.90525544784244,0.305504338760643,FALSE,0.955678264704413,1.90390967597944
"1444",15.1813843016382,15,2.82,12.18,2.5,2,22,1.01,0.99,86.9500015258789,6.5,9,3,2012,136,4576,4682,3,3,3,9,FALSE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"46824576",3,"468245762012",4,3,24.0999997456868,23.1000003814697,18.4166669845581,1.40475439493003,0.642910327628913,FALSE,0.41792463827999,0.423457438069669
"1445",22.04499281265,18.5,0.759999999999998,17.74,4.5,2.5,32.5,-0.19,2.69,88.9000007629395,13,8.5,3,2012,136,4944,4722,3,2,2.5,7,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"47224944",3,"472249442012",3,3,20.5833333333333,19,17.1000000635783,1.30000019073497,0.585946972580263,FALSE,-0.0653099277703406,1.71842683668536
"1447",26.1978914218843,21.5,-0.490000000000002,21.99,6.5,2,37.5,-1.86,3.86,86.45,16.5,10,3,2012,138,5014,5489,1,2,1.5,4,FALSE,FALSE,NA,4,FALSE,FALSE,FALSE,"54895014",4,"548950142012",4,3,21.2666664123535,19.7999992370605,18,1.36504009183301,0.699999400547695,TRUE,-1.45546136128032,0.811148080511987
"1449",8.66666666666667,8,0.84,7.16,3,1,13,0.66,0.34,90,3,6,2,2012,140,4723,5669,2,3,2.5,2,TRUE,NA,NA,7,TRUE,FALSE,FALSE,"56694723",2,"566947232012",2,1,NA,NA,NA,NA,NA,NA,NA,NA
"1451",19.6863086170909,19.5,2.04,17.46,5,3.5,29,0.515,2.985,87.3000007629394,8,12,4,2012,132,4975,4895,2,2,2,6,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE,"48954975",1,"489549752012",4,4,23.2500004768372,22.1000003814697,19.4999995231628,1.18180681187609,0.529150478486016,TRUE,-2.92793396323555,0.463127968860064
"1453",20.3389830508475,27,4.66,22.34,2,2,30,-0.97,2.97,88.5,11,9,4,2012,142,5598,5359,1,1,1,3,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"53595598",3,"535955982012",4,4,NA,NA,NA,NA,NA,NA,NA,NA
